prostor,lastnost,vrednost,št. sklicev,opis
S000137,P000015,False,1,"

Asserted in the General Reference Chart for space #143
in {{doi:10.1007/978-1-4612-6290-9}}."
S000137,P000031,True,1,"

Let $\{U_\alpha\}$ be an open cover of $Y$. For each $x_r \in M$, select $U_r$ with $x_r \in U_r \in \{U_\alpha\}$. Let $V_r = \{x \in U_r\ |\ \{r\} \in x\} = U_r \cap \pi^{-1}(1)\}$. Then $\{V_r\} \cup \{\{f\}\ |\ f \in F\}$ is a point-finite open refinement of $\{U_\alpha\}$.

See item #5 for space #143 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000137,P000032,True,1,"

See item #6 for space #143 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000137,P000059,True,1,"

Let $S = \{x\in X : x(\lambda) = 1\text{ for finitely many }\lambda\in 2^{\mathbb{R}}\}$, then $|S| = |[2^{\mathbb{R}}]^{<\omega}| = |2^{\mathbb{R}}| = 2^\mathfrak{c}$ where $[A]^{<\omega}$ denotes the set of all finite subsets of $A$. Also $|M| = \mathfrak{c}$. Thus $|F| = |S\setminus M| = 2^\mathfrak{c}$, and so $|Y| = 2^\mathfrak{c}$."
S000137,P000088,False,1,"

Asserted in Example 13 of the Metrization Theory chapter
in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000137,P000129,False,0,"

The space is non-trivial by definition.
"
S000137,P000163,False,1,"

Let $S = \{x\in X : x(\lambda) = 1\text{ for finitely many }\lambda\in 2^{\mathbb{R}}\}$, then $|S| = |[2^{\mathbb{R}}]^{<\omega}| = |2^{\mathbb{R}}| = 2^\mathfrak{c}$ where $[A]^{<\omega}$ denotes the set of all finite subsets of $A$. Also $|M| = \mathfrak{c}$. Thus $|F| = |S\setminus M| = 2^\mathfrak{c}$, and so $|Y| = 2^\mathfrak{c} > \mathfrak{c}$."
S000138,P000008,False,1,"

See {{mathse:5013612}}.
"
S000138,P000114,False,0,"

Note that there are $\aleph_2$ many $\alpha < \omega_2$ s.t. $\omega < cf(\alpha) < \omega_2$. Thus, $(\omega_1, \alpha, \omega_1, \omega_1, \cdots)$, where $\alpha$ ranges over all $\alpha < \omega_2$ with $\omega < cf(\alpha) < \omega_2$, are in $X$. Hence, $X$ has at least $\aleph_2$ many elements.
"
S000138,P000127,True,1,"

See {{doi:10.4064/fm-73-2-179-186}}.
"
S000138,P000147,True,1,"

See lemma 4 in {{doi:10.4064/fm-73-2-179-186}}.
"
S000138,P000162,False,1,"

See IV.4 of {{doi:10.4064/fm-73-2-179-186}}.
"
S000138,P000164,True,0,"

$|X| \leq \aleph_\omega^\omega$ and $\aleph_\omega^\omega$ is smaller than every measurable cardinal.
"
S000138,P000207,True,1,"

By theorem 2.2 of {{doi:10.1090/S0002-9939-1982-0671226-6}},
{S138} is $2$-fully normal, and so {{P000207}}.
"
S000139,P000042,True,0,"

A point $x\ne\infty$ has a local base of open neighborhoods, each equal to some arc of a circle around $x$.
And the point $\infty$ has a local base of open neighborhoods of the form $\bigcup_{n\in\mathbb Z}U_n$, where each $U_n$ is an open arc around $\infty$ in the n-th circle.
These neighborhoods are all {P37}.
"
S000139,P000064,True,1,"

The subspace $X\setminus\{\infty\}$ is Baire (because it is locally compact and Hausdorff) and dense in $X.$
"
S000139,P000067,True,1,"

See {{mathse:4844916}}.
"
S000139,P000068,False,0,"

It is easy to check being {P68} passes to closed subspaces. Since {S139}
contains a closed subspace homeomorphic to {S170} and {S170|P68}, the result follows.
"
S000139,P000080,True,1,"

See {{mathse:4844916}}.
"
S000139,P000089,False,0,"

Denote one of the circles by $S^1$ and let $p$ be the mutual intersection point of all the circles.

Construct a continuous map $f$ as the composition of the retraction of $X$ onto $S^1$ sending every point outside of $S^1$ to $p$, followed by a rotation of $S^1$ by a small angle.
The map $f$ has no fixed point.
"
S000139,P000111,True,1,"

See {{mathse:4844916}}.
"
S000139,P000183,True,0,"

Each of the circles (corresponding to an interval $[n,n+1]$, $n\in\mathbb Z$, with the endpoints identified) is a closed subspace of $X$ and {S170|P183}.
And every compact subset of $X$ is contained in the union of a finite number of these circles.

Therefore, taking a countable $k$-network from each of the (countably many) circles and forming their union gives a countable $k$-network for $X.$
"
S000139,P000187,False,1,"

Note that the {P187} property is hereditary.
So the result follows as the subspace $\{0\}\cup\{n+\frac{1}{m+2}:m,n<\omega\}$ is homeomorphic to
{S131}
and {S131|P187}.

See {{mathse:4973385}}.
"
S000139,P000200,False,1,"

Let one of the circles be denoted by $S^1$. The map $X \to S^1$ which is the identity on $S^1$ and which sends every other point to the mutual intersection point of the circles is a continuous retraction. Since {S170|P200}, it follows by Proposition 1.17 of {{zb:1044.55001}} that $X$ is not simply connected.

See Example 1.25 of {{zb:1044.55001}} for a comparison of $\pi_1(X)$ with the fundamental group of {S201}.
"
S000139,P000204,True,0,"

The portion of each circle which is complementary to the mutual intersection point $p$ of the circles is an open subset of $X$. It follows that $X \setminus \{p\}$ is disconnected. Since $X$ is connected, $p$ is a cut point.
"
S000139,P000205,False,0,"

Every point besides the mutual intersection point of the circles is a non-cut point.
"
S000140,P000023,False,1,"

See {{mathse:4854178}}."
S000140,P000031,True,1,"

See {{mathse:4854178}}."
S000140,P000032,False,1,"

See {{mathse:4854178}}."
S000140,P000037,False,1,"

If $\gamma\colon [0,1]\to X$ is a path joining any point in $\mathbb R$ to $\infty$, and WLOG $\gamma^{-1}(\{\infty\})=\{1\}$, then $\gamma(1-\frac{1}{n})$ is a sequence in $\mathbb R$ converging to $\infty$, contradicting that $\mathbb R$ is sequentially closed in $X$, as explained in {{mathse:4850979}}.
"
S000140,P000039,False,0,"

$(0,1)$ and $(1,2)$ are disjoint open subsets.
"
S000140,P000041,True,0,"

$X$ is locally connected at each point in $\mathbb R$ by local connectness of $\mathbb R$. Every neighborhood of $\infty$ is connected, since all neighborhoods of $\infty$ are dense, so there can be no separation of an open set containing $\infty$.  
"
S000140,P000046,False,0,"

$\mathbb R$ is a path connected subset of $X$.
"
S000140,P000060,True,1,"

Let $f\colon X\to \mathbb R$, with $f(\infty)=p$.  Then for each $n\in \mathbb N$, $f^{-1}((p-\frac{1}{n},p+\frac{1}{n}))$ contains a neighborhood of $\infty$, hence is cocountable in $X$.  It follows that the intersection of these neighborhoods, $f^{-1}(\{p\})$, is also co-countable.  But then the image of the connected space $X$ under $f$ is countable and connected, hence a singleton, so that $f$ is constant.
"
S000140,P000064,True,2,"

Follows from Theorem 1.15 of {{mr:0431104}} as its dense subspace $\mathbb R$ is {P64}.
See also {{wikipedia:Baire_space}}.
"
S000140,P000065,True,0,"

By construction, $|X| = |\mathbb R\cup\{\infty\}| = \mathfrak{c}$.
"
S000140,P000084,False,0,"

$\infty$ has no Hausdorff neighborhood, since all of its neighborhoods are dense.

"
S000140,P000086,False,0,"

Every neighborhood of $\infty$ is non-Hausdorff, wich is not the case for other points in $X$.
"
S000140,P000089,True,0,"

As explained [here](https://topology.pi-base.org/spaces/S000140/properties/P000037), $\infty$ cannot be joined by a path to any other point.

Thus if $f\colon X\to X$ is continuous, then either $f(\mathbb R)=\{\infty\}$, whereby $f(\infty)$ must equal $\infty$ in order for $f(X)$ to be connected, or $f(\mathbb R)\subseteq \mathbb R$.  In the latter case, we either again have $f(\infty)=\infty$, or we have $f(X)\subseteq \mathbb R$, which implies (since $X$ is {P60}) that $f$ is constant.

We conclude that either $\infty$ is a fixed point, or $f$ is a constant map $f\equiv p$, so that $p$ is a fixed point.
"
S000140,P000098,True,1,"

See {{mathse:4854178}}."
S000140,P000101,True,0,"

Let $r\colon X\to A$ be a retraction.  If $r$ is constant, its image is closed, since singletons in $X$ are closed.  Suppose then that $r$ is not constant. Since $X$ is {P60},  $A$ must contain $\infty$.  

Moreover,  $\infty$ cannot be joined by a path to any other point, as explained [here](https://topology.pi-base.org/spaces/S000140/properties/P000037), so by continuity of $r$, we cannot have $\infty\in r(\mathbb R)$, as otherwise we would have $r(\mathbb R)=\{\infty\}$, contradicting that $r$ is not constant.

Therefore $r(\mathbb R)\subseteq \mathbb R$, so $r$ restricts to a retraction of $\mathbb R$.  Then $A\cap \mathbb R$ is closed in $\mathbb R$, since the {S25} {P101}.  As $\infty\in A$, $A$ is closed in $X$."
S000140,P000131,True,0,"

$X$ is the union of the {P131} spaces $\mathbb R$ and $\{\infty\}$.
"
S000140,P000143,False,1,"

See {{mathse:4854178}}."
S000140,P000169,False,0,"

Since every open neighborhood of $\infty$ is dense, the only regular open neighborhood is $X$.
"
S000140,P000171,True,1,"

See {{mathse:4854178}}."
S000140,P000173,True,1,"

See {{mathse:4850979}}."
S000140,P000180,True,1,"

See {{mathse:4850979}}."
S000140,P000183,True,2,"

The compact subsets of $X=\mathbb R\cup\{\infty\}$ are precisely the sets of the form $K$ or $K\cup\{\infty\}$ with $K$ compact in $\mathbb R$ (see {{mathse:4854178}}).

Let $\mathcal{N}$ be a countable $k$-network of $\mathbb{R}$ with the Euclidean topology, for example a countable base for the topology. Then it is easy to check that the countable collection consisting of all the elements of $\mathcal N$ and the singleton $\{\infty\}$ is a $k$-network for $X$.

See {{mathse:4972337}}.
"
S000141,P000016,True,0,"

$X$ the union of its two compact subspaces $\omega_1+1$ ({S36}), and $1+\omega^*$, homeomorphic to $\omega+1$ ({S20}).
"
S000141,P000020,True,0,"

$X$ the union of its two {P20} subspaces $\omega_1$ and $1+\omega^*$: {S35|P20} and {S20|P20}.
"
S000141,P000051,True,0,"

Let $A\subseteq X$ be nonempty.  If $A$ meets $\omega^*$, any point in their intersection is isolated in $X$ (and in $A$).  Otherwise, $A\subseteq\omega_1+1$ and hence there is a point of $A$ isolated in $A$, since {S36|P51}.
"
S000141,P000081,False,0,"

{P81} is a hereditary property.  The space contains the subspace $\omega_1+1$, and {S36|P81}.
"
S000141,P000114,True,0,"

By construction.
"
S000141,P000126,False,0,"

This space contains {S35} as a subspace, and {S35|P126}.
Therefore {S141} is not {P126}.
"
S000141,P000133,True,1,"

By definition.
"
S000141,P000174,False,1,"

$X$ is not well-based at the point $p$, since $p$ has infinite and distinct cofinalities on the left and on the right.  See {{mathse:4884795}}.
"
S000142,P000048,True,1,"

See {{mathse:151954}}.
"
S000142,P000050,False,2,"

See {{mathse:151954}} or Example 6.2.19 in {{zb:0684.54001}}.
"
S000142,P000065,True,0,"

Since $X\subseteq\mathbb Q^\omega$, we have $|X|\le\aleph_0^{\aleph_0}$.  On the other hand, since $\sum_n 1/n^2$ converges, $X\supseteq \prod_n([0,1/n]\cap\mathbb Q)$; hence $|X|\ge \aleph_0^{\aleph_0}$.  Therefore $|X|=\aleph_0^{\aleph_0}=\mathfrak c$.
"
S000142,P000087,True,0,"

The space is an additive subgroup of {S30}.
"
S000142,P000184,True,1,"

There is a homeomorphic embedding of $X$ into $\mathbb R^2$.  See sections 1.2.15 and 1.4.6 in {{zb:0401.54029}} for details.

The idea is to consider the map $\varphi:X\to\mathbb Q^\omega\times\mathbb R$ defined by $\varphi(x)=(x,\|x\|)$, where $\mathbb Q^\omega$ in the codomain has the product topology.  The map $\varphi$ is continuous and injective.  And it is a homeomorphism onto its image.  This follows from the fact that both domain and codomain are metric spaces, and a sequence $(x_n)_n$ of points in the Hilbert space $\ell^2$ converges to the point $x\in\ell^2$ iff $x_n$ converges componentwise to $x$ and $\|x_n\|\to\|x\|$ (see for example {{mathse:1326803}} and {{mathse:214248}}).  Finally, use the fact that $\mathbb Q^\omega$ is {P53}, {P26} and {P50}, and {T462}.
"
S000143,P000011,True,1,"

For a point above the $x$-axis, each of its neighborhoods contains a closed neighborhood of the point, just as in Euclidean space.

And for a point on the $x$-axis, the closure of one of its ""butterfly neighborhoods"" coincides with the closure in the Euclidean topology.  From this, it follows that each butterfly neighborhood contains the closure of a smaller butterfly neighborhood.
"
S000143,P000017,True,0,"

The subspaces consisting of the $x$-axis and its complement in $X$ are homeomorphic respectively to {S25} and {S176}.
Both subspaces are {P17}, hence so it their union.
"
S000143,P000023,False,0,"

Given a decreasing sequence of real numbers $a_0>a_1>a_2>\cdots$ converging to $0$ and given a point $q=\langle x,0\rangle$ on the $x$-axis, the set of points $\langle x,a_n\rangle$ ($n\in\omega$) on the vertical line above $q$ is closed in $X$, but also infinite and discrete, hence not compact.  If $p$ is a point on the $x$-axis, every neighborhood of $p$ contains such a set (with some $q\ne p$).  So $p$ has no compact neighborhood.
"
S000143,P000027,False,1,"

See {{mo:160496}}.
"
S000143,P000028,True,1,"

Easy to check, using a decreasing sequence of balls for a point above the $x$-axis and a decreasing sequence of ""butterfly neighborhoods"" for a point on the $x$-axis.
"
S000143,P000037,True,0,"

Suppose $p$ is a point on the $x$-axis and consider a circle in $X$ that is tangent to the $x$-axis at the point $p$.
By examining ""butterfly neighborhoods"" of $p$, it is easy to check that a path starting at $p$ and following the circle will be continuous.

On the other hand, two points above the $x$-axis can be joined by a path following a straight line.  By combining both types of path, one can construct a path between any two points of $X$.
"
S000143,P000042,True,0,"

Each ""butterfly neighborhood"" of a point $p$ on the $x$-axis is {P37},
using the same argument used to show {S143|P37}.
And for a point $q$ above the $x$-axis,
a small open ball centered at $q$ is also {P37}.
"
S000143,P000064,True,1,"

The complement of the $x$-axis is homeomorphic to {S176}
and {S176|P64}.
So $X$ is {P64} since it contains a dense subspace that is {P64}.
"
S000143,P000068,False,0,"

It is easy to check being {P68} passes to closed subspaces. Since {S170} embeds as a closed subspace of
{S143} and {S170|P68}, the result follows.
"
S000143,P000089,False,0,"

The translation $\langle x,y\rangle\mapsto\langle x+1,y\rangle$ is continuous and has no fixed point.
"
S000143,P000166,True,0,"

This topology is finer that the subspace topology induced from {S176}, which is separable and metrizable.
"
S000143,P000182,True,1,"

The subspaces consisting of the $x$-axis and its complement in $X$ are homeomorphic respectively to {S25} and {S176}.
Each of them is {P27}, hence {P182}.
The union of a countable network from each of the subspaces is a countable network for $X$.

See {{mo:160496}}.
"
S000143,P000200,False,1,"

See {{mathse:4998216}}.
"
S000144,P000001,True,1,"

By construction of the Alexandrov topology from a poset.
"
S000144,P000078,True,0,"

By construction.
"
S000144,P000126,False,0,"

The singleton $\{a\}$ is neither open nor closed.
"
S000144,P000176,True,0,"

By construction.
"
S000144,P000196,False,0,"

The subset $\{a,b\}$ is not connected.
"
S000144,P000201,True,0,"

The maximum point $1$ belongs to every nonempty open set.
"
S000144,P000202,True,0,"

The minimum point $0$ belongs to every nonempty closed set.
"
S000144,P000204,False,0,"

If $0$ is not removed, then the space is {P202}, namely $0$, so it will be {P36}. If $1$ is not removed, then the space is {P201}, so it will be {P36}. Thus, removing at most one point cannot disconnect the space.
"
S000145,P000002,True,1,"

The free ultrafilter $\mathscr U$ does not contain any singleton.  Hence singletons are not open and every singleton is closed.
"
S000145,P000039,True,1,"

Any two nonempty open sets belong to $\mathscr U$, and hence have nonempty intersection by the definition of filter.
"
S000145,P000044,True,0,"

Let $Y$ be a {P36} subset of $X$ with at least two points.
If $Y$ is closed in $X$, by the property of ultrafilters all subsets of $Y$ are closed, thus $Y$ is {P52}, which is not possible.
This implies that $Y$ is open, that is, every {P36} subsets of $X$ must be open.

Now, because $X$ is {P36}, $X$ cannot be partitioned into two nonempty open subsets.
We conclude that $X$ cannot be partitioned into two {P36} subsets, each with at least two points.
"
S000145,P000086,True,0,"

Let $p, q \in X$ be arbitrary distinct points.
Define $f(x) = \begin{cases} q & \text{if }x = p, \\ p & \text{if }x = q, \\ x & \text{otherwise}. \end{cases}$

Then $f(x)$ is involutary and continuous since for every open subset $U$ and every point $x \in X$, both $U \setminus \{x\} = U \cap \left( X \setminus \{x\} \right)$ and $U \cup \{x\}$ are open.
"
S000145,P000089,True,1,"

See {{mathse:5021484}}.
"
S000145,P000101,False,0,"

Let $p, q \in X$ be arbitrary distinct points.
Define $f(x) = \begin{cases} q & \text{if }x = p, \\ x & \text{otherwise}. \end{cases}$

Then $f(x)$ is continuous since for every open subset $U$ and every point $x \in X$, both $U \setminus \{x\} = U \cap \left( X \setminus \{x\} \right)$ and $U \cup \{x\}$ are open.

Therefore, $f$ is a retract from $X$ to $X \setminus \{p\}$, which is not closed.
"
S000145,P000126,True,1,"

Given a nonempty proper subset $A\subseteq X$, either $A\in\mathscr U$ or $X\setminus A\in\mathscr U$ by a property of ultrafilters.  That is, $A$ is either open or closed.
"
S000145,P000138,False,0,"

Let $A$ be an infinite closed proper subset of $X$, and take an arbitrary $p \in X \setminus A$.
For each $S \subseteq A$, the function $f_S:X\to X$ defined by
$$f_S(x) = \begin{cases} p & \text{if }x\in S, \\ x & \text{otherwise}, \end{cases}$$
is continuous since for every nonempty open set $U$, its inverse image $f^{-1}(U)$ contains $U\setminus A$, which is open and nonempty; hence $f^{-1}(U)$ is open.

And there are continuum many such functions $f_S$.
"
S000145,P000181,True,0,"

By construction.
"
S000146,P000027,True,0,"

Since {S146} is a subspace of {S30}, the result follows from {S30|P27}.
"
S000146,P000050,True,0,"

The product of {P50} spaces is {P50}, so this follows from {S27|P50}.
"
S000146,P000053,True,0,"

Since {S146} is a subspace of {S30}, the result follows from {S30|P53}.
"
S000146,P000056,True,0,"

Let $F_q = \{f\in\mathbb Q^\omega:f(0)=q\}$, then $F_q$ is a closed set with empty interior, and $\mathbb Q^\omega = \bigcup_{q \in \mathbb Q} F_q$.
"
S000146,P000065,True,0,"

$\left| \mathbb Q^\omega \right| = \mathfrak c$.
"
S000146,P000066,False,0,"

{S28} is homeomorphic to $\mathbb Z^\omega$, which can be viewed as a closed subspace of {S146}.
And {P66} is preserved by closed subspaces.
But {S28|P66}.
"
S000146,P000087,True,0,"

This space is an additive subgroup of {S30}, which has a group topology.
"
S000147,P000017,False,1,"

Shown in {{mathse:4744210}}.
"
S000147,P000065,True,0,"

The space is an uncountable subset of $\mathbb R$.  Assuming CH, it necessarily has cardinality $\mathfrak c = \aleph_1$.
"
S000147,P000068,True,1,"

The point-open game is shown to be undetermined in {{mr:1271477}}
for every Lusin subset of the reals.
In particular, this game is dual to the Rothberger game, so the first
player lacks a winning strategy.
"
S000147,P000097,True,0,"

By construction.
"
S000147,P000114,True,0,"

The space is an uncountable subset of $\mathbb R$.  Assuming CH, it necessarily has cardinality $\mathfrak c = \aleph_1$.
"
S000147,P000150,False,1,"

See Theorem 2.8 and the implication $\mathsf S_1(\Omega,\Omega) \implies \mathsf U_{\mathrm{fin}}(\Gamma,\Omega)$
from Figure 3, both from {{doi:10.1016/S0166-8641(96)00075-2}}."
S000148,P000017,False,1,"

Shown in {{mathse:4744210}}.
"
S000148,P000065,True,0,"

The space is an uncountable subset of $\mathbb R$.  Assuming CH, it necessarily has cardinality $\mathfrak c = \aleph_1$.
"
S000148,P000097,True,0,"

By construction.
"
S000148,P000114,True,0,"

The space is an uncountable subset of $\mathbb R$.  Assuming CH, it necessarily has cardinality $\mathfrak c = \aleph_1$.
"
S000148,P000150,True,1,"

Guaranteed from the construction in Theorem 2.13 of
{{doi:10.1016/S0166-8641(96)00075-2}}.
"
S000149,P000015,False,0,"

{P15} is a hereditary property.
The space $X$ contains as a subspace a copy of {S35},
and {S35|P15}.
"
S000149,P000019,True,0,"

$X$ is the union of $L$ and $L^\ast$, which are both {P19}
since {S38|P19}.
"
S000149,P000062,False,1,"

For $\alpha \in \omega_1$, let $A_\alpha = \{x\in X: x<(\alpha,0)\}$.
The open cover $\{A_\alpha\ |\ \alpha \in \omega_1\}$ has no countable subcollection dense in $X$.

See also item #1 for space #45 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000149,P000065,True,0,"

See: {S38|P65}.
"
S000149,P000089,True,1,"

See {{mathse:5046157}}.
"
S000149,P000123,True,1,"

Every point has a neighborhood isomorphic to the open interval $(0,1)$ because,
given any points $p<q$ in $X$, the interval $[p,q]\subseteq X$ is order-isomorphic
to the interval $[0,1]\subseteq\mathbb R$.

This can be shown for example based on {{mathse:4623422}}.
"
S000149,P000133,True,0,"

By construction.
"
S000149,P000199,False,1,"

See {{mathse:1282097}}.
"
S000149,P000200,True,0,"

Similar to the proof that {S38|P200}, using the same fact that 
for any two points $p<q$ the interval $[p,q]$ is homeomorphic to {S158}.
"
S000150,P000001,True,0,"

Given $x<y$ in $X$, $[y,\rightarrow)$ is a neighborhood of $y$ missing $x$.
"
S000150,P000051,False,0,"

The subspace $[0,1)\cap\mathbb Q\subseteq X$ has no isolated point.
"
S000150,P000089,False,0,"

Observe that any increasing bijection
$X\to [a,b]\cap\mathbb Q$, where $0\leq a<b\leq 1$,
is a continuous self-map of $X$.

Consider the map $f(x):=\frac{x+1}{x+2}$.
As a function on $\mathbb R$ it admits two irrational fixed points only.
Restricted to $X$ it is an increasing bijection onto 
$[\frac{1}{2},\frac{2}{3}]\cap \mathbb Q$,
therefore it is a continuous self-map of $X$ with no fixed point.
"
S000150,P000090,True,0,"

The unique smallest neighborhood of a point $x\in X$ is $[x,\rightarrow)$.
"
S000150,P000107,True,0,"

The interval $(0, \rightarrow)$ is open, so the singleton $\{0\}$ is closed.
"
S000150,P000181,True,0,"

By definition.
"
S000150,P000192,False,0,"

Every set in a {P196} space is irreducible.

Given an irrational $\theta\in(0,1)$, the set $[0,\theta)\cap\mathbb Q$ is closed and irreducible.
But it is not the closure $(\leftarrow,x]$ of a point $x\in X$.
"
S000150,P000196,True,0,"

A base for the topology is totally ordered by inclusion.
Therefore, so is the whole topology.
"
S000150,P000201,True,0,"

The point $1$ is a generic point, as it belongs to every nonempty open set.
"
S000151,P000001,True,0,"

Given $x<y$ in $X$, $(x,\rightarrow)$ is a neighborhood of $y$ missing $x$.
"
S000151,P000089,False,0,"

Same proof as {S150|P89}.

"
S000151,P000090,False,0,"

Given a point $x<1$, the intersection of all neighborhoods of $x$ is $[x,\rightarrow)$, which is not open.
"
S000151,P000130,True,0,"

Sets $A\subseteq X$ with a minimum element are compact.

The point $0$ has $X$ as unique neighborhood, which is compact.
And any neighborhood of a point $x>0$ contains a compact neighborhood of $x$ of the form $[y,\rightarrow)$.
"
S000151,P000138,False,0,"

Fix $\theta\in[0,1]\setminus\mathbb Q$.
Define a map on $X$ by the formula:
$f_\theta(x)=\begin{cases}\frac{x}{2}&\text{for }x<\theta,\\
\frac{x+1}{2}&\text{for }x>\theta,\end{cases}\ x\in X$.

The set $X\setminus f_\theta(X)=(\frac{\theta}2,\frac{\theta+1}2)\cap\mathbb Q$ is different for each irrational $\theta$.

Continuity of $f_\theta$ can be verified on the canonical basis for the topology on $X$.
The map is strictly increasing and
$f_\theta^{-1}((x,\rightarrow))=(f_\theta^{-1}(x),\rightarrow)$ for every $x\in f_\theta(X)$.
For $x\in X\setminus f_\theta(X)$ the set
$f_\theta^{-1}((x,\rightarrow))=(\theta,\rightarrow)$ is open as well.
"
S000151,P000139,False,0,"

Every neighborhood of a point $x<1$ contains points $y>x$.

Every neighborhood of $1$ contains points $y<1$.
"
S000151,P000181,True,0,"

By definition.
"
S000151,P000192,False,0,"

Every set in a {P196} space is irreducible.

Given an irrational $\theta\in(0,1)$, the set $[0,\theta)\cap\mathbb Q$ is closed and irreducible.
But it is not the closure $(\leftarrow,x]$ of a point $x\in X$.
"
S000151,P000196,True,0,"

The topology on $X$ is coarser than the one from {S150},
and {S150|P196}.
"
S000151,P000201,True,0,"

The point $1$ is a generic point, as it belongs to every nonempty open set.
"
S000151,P000202,True,0,"

The point $0$ is a focal point, as it belongs to every nonempty closed set.
"
S000152,P000039,True,1,"

See part 2 of {{mathse:5007860}}.
"
S000152,P000073,True,1,"

See part 2 of {{mathse:5007860}}.
"
S000152,P000075,False,1,"

See part 2 of {{mathse:5007860}}.
"
S000152,P000090,True,0,"

By definition.
"
S000152,P000181,True,0,"

By construction.
"
S000152,P000202,True,1,"

The point $-1$ is a focal point of $X$ as it is a minimum of the poset.

See part 2 of {{mathse:5007860}}.
"
S000153,P000015,False,1,"

{P15} is a hereditary property.  The space $X$ contains as a subspace a copy of {S35}, which is not {P15}.
"
S000153,P000019,False,1,"

The sequence $(1/n)_n$ has no accumulation point in $X$.
"
S000153,P000062,False,1,"

For $\alpha \in \omega_1$, let $A_\alpha = \{x\in X: x<(\alpha,0)\}$. The open cover $\{A_\alpha\ |\ \alpha \in \omega_1\}$ has no countable subcollection dense in
the space.

See also item #1 for space #45 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000153,P000065,True,1,"

$X$ has the same cardinality as {S38}.
"
S000153,P000086,True,2,"

See {{mathse:1641524}}.  Also, {{mo:314665}}.
"
S000153,P000123,True,1,"

Every point has a neighborhood isomorphic to the open interval $(0,1)$, because any non-degenerate interval $[p,q]$ in $X$ is homeomorphic to the interval $[0,1]\subseteq\mathbb R$.

See item #6 for space #45 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000153,P000133,True,1,"

$X$ is an order-convex subset of {S38}, which is {P133}.
"
S000153,P000162,False,1,"

The subspace $X\subseteq Y$ of {S153} given by $X = \{(x, 0) : 0 < x < \omega_1\}$ is a closed copy of $\omega_1$ in $Y$. If $Y$ were realcompact, then its closed subspace $X$ would be realcompact (see theorem 8.10 in {{doi:10.1007/978-1-4615-7819-2}}). But $\omega_1$ is a pseudocompact non-compact Tychonoff space, so is not realcompact, see {T388}.
"
S000153,P000199,False,1,"

Similar to the proof that {S38|P199}.
"
S000153,P000200,True,0,"

Similar to the proof that {S38|P200}.
"
S000154,P000061,False,1,"

Note that in any normal space the cozero sets are exactly the open $F_\sigma$-sets (see Corollary 1.5.13 of {{zb:0684.54001}}), hence in $X$ since {S154|P13}.

Suppose that $X$ is cozero complemented and let $U\subseteq \mathbb{R}$ be any countably infinite set. Then $U$ is an open $F_\sigma$-set, so it follows that $U$ is a cozero set. Find a cozero set $V$ disjoint from $U$ such that $U\cup V$ is dense in $X$. Since $X\setminus V$ is infinite we have $\infty\notin V$. Since $V$ is a cozero set, write $V = \bigcup_{n=1}^\infty F_n$ where $F_n$ are closed. Then $\infty\notin F_n$ so $F_n$ is finite. It follows that $V$ is countable. But then $X = \overline{U\cup V} = U\cup V\cup \{\infty\}$ is countable, contradiction.
"
S000154,P000065,True,0,"

By construction.
"
S000154,P000091,True,2,"

It follows from Proposition 3.1 of {{zb:0232.46019}} that the one-point compactification of the disjoint union of {P91} spaces is {P91},
and {S154} is the one-point compactification of {S3},
which is the disjoint union of copies of {S162}.

See also {{mathse:5071093}}.
"
S000154,P000151,True,0,"

In the Rothberger game $\mathsf{G}_1(\mathcal{O}_X, \mathcal{O}_X)$,
in the first round let Player 2 choose $U_1\in \mathcal{U}_1$ to be any open set containing $\infty$.
The set $X\setminus U_1$ is finite, so in subsequent rounds
let Player 2 choose $U_n$ so that they cover $X\setminus U_1$.
After a finite number of rounds we'll obtain that $\{U_1, ..., U_n\}$ is a cover of $X$.
"
S000154,P000203,True,0,"

All points except $\infty$ are isolated.
"
S000155,P000072,True,1,"

In definition 3.7 of {{doi:10.14712/1213-7243.2015.201}} a set-theoretic statement $\mathcal{A}(\kappa)$  is introduced, and in theorem 3.8 it's shown that $\mathcal{A}(\omega_1)$ holds. In theorem 5.6 it's shown that $\mathcal{A}(\kappa)$ implies that $L(\kappa)$ is robustly Menger, where $L(\kappa)$ is the one-point Lindelofication of discrete space of size $\kappa$. In this case $L(\omega_1)$ is {S155}. From theorem 5.5 it follows that robustly Menger implies 2-Markov Menger, so {S155|P72}.
"
S000155,P000114,True,0,"

By construction.
"
S000155,P000133,True,1,"

See Proposition 2 in {{mathse:4833761}}, where $X$ is $F_{\omega_1,\omega_1}$.
"
S000155,P000147,True,0,"

The point $p$ is a P-point, since its neighborhoods are the cocountable subsets of $X$ containing the point and a countable intersection of them is still such a neighborhood.
And every isolated point is also a P-point.
"
S000155,P000151,True,1,"

See {{mathse:4727833}}.
"
